StationCode,isSWMP,DateTimeStamp,Date,Time,Epoch,TimeFrame,CollMethd,REP,F_Record,PO4F,F_PO4F,NH4F,F_NH4F,NO23F,F_NO23F,CHLA_N,F_CHLA_N
gndblnut,P,6/22/2008 22:05,6/22/2008,22:05,QY,NI,1,1,,0.01,<-4> [SBL] ,0.01,<-4> [SBL] ,0.01,<-4> [SBL] ,1.97,<0>  
gndblnut,P,6/22/2008 22:06,6/22/2008,22:06,QY,NI,1,2,,0.01,<-4> [SBL] ,0.01,<-4> [SBL] ,0.01,<-4> [SBL] ,3.21,<0>  
gndbnnut,S,6/22/2008 22:10,6/22/2008,22:10,QY,NI,1,1,,0.01,<-4> [SBL] ,0.01,<-4> [SBL] ,0.01,<-4> [SBL] ,0.72,<0>  
gndbnnut,S,6/22/2008 22:11,6/22/2008,22:11,QY,NI,1,2,,0.01,<-4> [SBL] ,0.01,<-4> [SBL] ,0.01,<-4> [SBL] ,1.51,<0>  
gndbcnut,P,6/22/2008 22:30,6/22/2008,22:30,QY,NI,1,1,,0.01,<-4> [SBL] ,0.018,<0>  ,0.028,<0>  ,1.63,<0>  
gndbcnut,P,6/22/2008 22:31,6/22/2008,22:31,QY,NI,1,2,,0.01,<-4> [SBL] ,0.02,<0>  ,0.031,<0>  ,1.94,<0>  
gndbhnut,P,7/14/2008 15:40,7/14/2008,15:40,QY,NI,1,1,,0.01,<-4> [SBL] ,,<-2> (CSM) ,0.013,<0>  ,7.46,<0>  
gndbhnut,P,7/14/2008 15:41,7/14/2008,15:41,QY,NI,1,2,,0.01,<-4> [SBL] ,,<-2> (CSM) ,0.01,<-4> [SBL] ,6.54,<0>  
gndbhnut,P,7/14/2008 15:45,7/14/2008,15:45,QY,NI,1,1,,0.01,<-4> [SBL] ,,<-2> (CSM) ,0.013,<0>  ,5.08,<0>  
gndbhnut,P,7/14/2008 15:46,7/14/2008,15:46,QY,NI,1,2,,0.01,<-4> [SBL] ,,<-2> (CSM) ,0.014,<0>  ,4.22,<0>  
gndbcnut,P,7/14/2008 16:25,7/14/2008,16:25,QY,NI,1,1,,0.01,<-4> [SBL] ,,<-2> (CSM) ,0.01,<-4> [SBL] ,3.49,<0>  
gndbcnut,P,7/14/2008 16:26,7/14/2008,16:26,QY,NI,1,2,,0.01,<-4> [SBL] ,,<-2> (CSM) ,0.01,<-4> [SBL] ,7.35,<0>  
gndblnut,P,7/14/2008 16:40,7/14/2008,16:40,QY,NI,1,1,,0.01,<-4> [SBL] ,,<-2> (CSM) ,0.01,<-4> [SBL] ,3.79,<0>  
gndblnut,P,7/14/2008 16:41,7/14/2008,16:41,QY,NI,1,2,,0.01,<-4> [SBL] ,,<-2> (CSM) ,0.01,<-4> [SBL] ,3.21,<0>  
gndbnnut,S,7/14/2008 16:45,7/14/2008,16:45,QY,NI,1,1,,0.01,<-4> [SBL] ,,<-2> (CSM) ,0.02,<0>  ,4.72,<0>  
gndbnnut,S,7/14/2008 16:46,7/14/2008,16:46,QY,NI,1,2,,0.01,<-4> [SBL] ,,<-2> (CSM) ,0.01,<-4> [SBL] ,2.65,<0>  
gndpcnut,P,7/14/2008 17:05,7/14/2008,17:05,QY,NI,1,1,,0.01,<-4> [SBL] ,,<-2> (CSM) ,0.011,<0>  ,3.86,<0>  
gndpcnut,P,7/14/2008 17:06,7/14/2008,17:06,QY,NI,1,2,,0.01,<-4> [SBL] ,,<-2> (CSM) ,0.01,<-4> [SBL] ,4.93,<0>  
gndbhnut,P,9/9/2008 14:40,9/9/2008,14:40,QY,NI,1,1,,,<-2> (CSM) ,0.01,<-4> [SBL] ,0.01,<-4> [SBL] ,2.22,<0>  
gndbhnut,P,9/9/2008 14:41,9/9/2008,14:41,QY,NI,1,2,,,<-2> (CSM) ,0.01,<-4> [SBL] ,0.01,<-4> [SBL] ,2.4,<0>  
gndbhnut,P,9/9/2008 14:45,9/9/2008,14:45,QY,NI,1,1,,,<-2> (CSM) ,0.215,<0>  ,0.01,<-4> [SBL] ,,<-2> [GDM] 
gndbhnut,P,9/9/2008 14:46,9/9/2008,14:46,QY,NI,1,2,,,<-2> (CSM) ,0.243,<0>  ,0.01,<-4> [SBL] ,0.81,<0>  
gndbcnut,P,9/9/2008 15:10,9/9/2008,15:10,QY,NI,1,1,,,<-2> (CSM) ,0.047,<0>  ,0.025,<0>  ,1.48,<0>  
gndbcnut,P,9/9/2008 15:11,9/9/2008,15:11,QY,NI,1,2,,,<-2> (CSM) ,0.04,<0>  ,0.011,<0>  ,1.99,<0>  
gndbnnut,S,9/9/2008 15:25,9/9/2008,15:25,QY,NI,1,1,,,<-2> (CSM) ,0.023,<0>  ,0.01,<-4> [SBL] ,1.82,<0>  
gndbnnut,S,9/9/2008 15:26,9/9/2008,15:26,QY,NI,1,2,,,<-2> (CSM) ,0.027,<0>  ,0.01,<-4> [SBL] ,2.05,<0>  
gndblnut,P,9/9/2008 15:30,9/9/2008,15:30,QY,NI,1,1,,,<-2> (CSM) ,0.016,<0>  ,0.01,<-4> [SBL] ,3.35,<0>  
gndblnut,P,9/9/2008 15:31,9/9/2008,15:31,QY,NI,1,2,,,<-2> (CSM) ,0.01,<-4> [SBL] ,0.01,<-4> [SBL] ,2.98,<0>  
gndpcnut,P,9/9/2008 16:35,9/9/2008,16:35,QY,NI,1,1,,,<-2> (CSM) ,0.01,<-4> [SBL] ,0.01,<-4> [SBL] ,3.28,<0>  
gndpcnut,P,9/9/2008 16:36,9/9/2008,16:36,QY,NI,1,2,,,<-2> (CSM) ,0.01,<-4> [SBL] ,0.01,<-4> [SBL] ,1.77,<0>  
gndpcnut,P,10/20/2008 13:40,10/20/2008,13:40,QY,NI,1,1,,0.01,<-4> [SBL] ,0.011,<0>  ,0.01,<-4> [SBL] ,1.44,<0>  
gndpcnut,P,10/20/2008 13:41,10/20/2008,13:41,QY,NI,1,2,,0.01,<-4> [SBL] ,0.01,<-4> [SBL] ,0.023,<0>  ,1.18,<0>  
gndblnut,P,10/20/2008 14:25,10/20/2008,14:25,QY,NI,1,1,,0.01,<-4> [SBL] ,0.01,<-4> [SBL] ,0.019,<0>  ,1.5,<0>  
gndblnut,P,10/20/2008 14:26,10/20/2008,14:26,QY,NI,1,2,,0.01,<-4> [SBL] ,0.01,<-4> [SBL] ,0.01,<-4> [SBL] ,1.37,<0>  
gndbnnut,S,10/20/2008 14:40,10/20/2008,14:40,QY,NI,1,1,,0.01,<-4> [SBL] ,0.01,<-4> [SBL] ,0.017,<0>  ,1.51,<0>  
gndbnnut,S,10/20/2008 14:41,10/20/2008,14:41,QY,NI,1,2,,0.01,<-4> [SBL] ,0.01,<-4> [SBL] ,0.01,<-4> [SBL] ,1.9,<0>  
gndbcnut,P,10/20/2008 15:10,10/20/2008,15:10,QY,NI,1,1,,0.01,<-4> [SBL] ,0.01,<-4> [SBL] ,0.017,<0>  ,1.31,<0>  
gndbcnut,P,10/20/2008 15:11,10/20/2008,15:11,QY,NI,1,2,,0.01,<-4> [SBL] ,0.01,<0>  ,0.01,<-4> [SBL] ,1.37,<0>  
gndbhnut,P,10/20/2008 15:40,10/20/2008,15:40,QY,NI,1,1,,0.01,<-4> [SBL] ,0.018,<0>  ,0.019,<0>  ,1.27,<0>  
gndbhnut,P,10/20/2008 15:41,10/20/2008,15:41,QY,NI,1,2,,0.01,<-4> [SBL] ,0.014,<0>  ,0.01,<-4> [SBL] ,2.98,<0>  
gndbhnut,P,10/20/2008 15:45,10/20/2008,15:45,QY,NI,1,1,,0.01,<-4> [SBL] ,0.016,<0>  ,0.05,<0>  ,3.02,<0>  
gndbhnut,P,10/20/2008 15:46,10/20/2008,15:46,QY,NI,1,2,,0.01,<-4> [SBL] ,0.015,<0>  ,0.01,<-4> [SBL] ,1.66,<0>  
gndblnut,P,11/18/2008 10:20,11/18/2008,10:20,QY,NI,1,1,,0.01,<-4> [SBL] ,0.01,<-4> [SBL] ,0.01,<-4> [SBL] ,1.18,<0>  
gndblnut,P,11/18/2008 10:21,11/18/2008,10:21,QY,NI,1,2,,0.01,<-4> [SBL] ,0.011,<0>  ,0.01,<-4> [SBL] ,0.23,<0>  
gndbnnut,S,11/18/2008 10:25,11/18/2008,10:25,QY,NI,1,1,,,<-2> [GDM] (CSM) ,,<-2> [GDM] (CSM) ,,<-2> [GDM] (CSM) ,,<-2> [GDM] (CSM) 
gndbnnut,S,11/18/2008 10:26,11/18/2008,10:26,QY,NI,1,2,,,<-2> [GDM] (CSM) ,,<-2> [GDM] (CSM) ,,<-2> [GDM] (CSM) ,,<-2> [GDM] (CSM) 
gndpcnut,P,11/18/2008 10:40,11/18/2008,10:40,QY,NI,1,1,,0.01,<-4> [SBL] ,0.01,<-4> [SBL] ,0.01,<-4> [SBL] ,1.29,<0>  
gndpcnut,P,11/18/2008 10:41,11/18/2008,10:41,QY,NI,1,2,,0.01,<-4> [SBL] ,0.01,<-4> [SBL] ,0.01,<-4> [SBL] ,1.3,<0>  
gndbcnut,P,11/18/2008 10:55,11/18/2008,10:55,QY,NI,1,1,,0.01,<-4> [SBL] ,0.01,<-4> [SBL] ,0.01,<-4> [SBL] ,2.8,<0>  
gndbcnut,P,11/18/2008 10:56,11/18/2008,10:56,QY,NI,1,2,,0.01,<-4> [SBL] ,0.01,<-4> [SBL] ,0.01,<-4> [SBL] ,1.76,<0>  
gndbhnut,P,11/18/2008 11:30,11/18/2008,11:30,QY,NI,1,1,,0.01,<-4> [SBL] ,0.037,<0>  ,0.01,<-4> [SBL] ,2.49,<0>  
gndbhnut,P,11/18/2008 11:31,11/18/2008,11:31,QY,NI,1,2,,0.01,<-4> [SBL] ,0.04,<0>  ,0.01,<-4> [SBL] ,4.37,<0>  
gndbhnut,P,11/18/2008 11:35,11/18/2008,11:35,QY,NI,1,1,,0.01,<-4> [SBL] ,0.062,<0>  ,0.01,<0>  ,1.38,<0>  
gndbhnut,P,11/18/2008 11:36,11/18/2008,11:36,QY,NI,1,2,,0.01,<-4> [SBL] ,0.079,<0>  ,0.01,<-4> [SBL] ,1.09,<0>  
gndpcnut,P,12/16/2008 10:50,12/16/2008,10:50,QY,NI,1,1,,0.01,<-4> [SBL] ,0.01,<-4> [SBL] ,0.031,<0>  ,1.26,<0>  
gndpcnut,P,12/16/2008 10:51,12/16/2008,10:51,QY,NI,1,2,,0.01,<-4> [SBL] ,0.01,<-4> [SBL] ,0.016,<0>  ,1.37,<0>  
gndblnut,P,12/16/2008 11:05,12/16/2008,11:05,QY,NI,1,1,,0.01,<-4> [SBL] ,0.01,<0>  ,0.082,<0>  ,2.76,<0>  
gndblnut,P,12/16/2008 11:06,12/16/2008,11:06,QY,NI,1,2,,0.01,<-4> [SBL] ,0.01,<-4> [SBL] ,0.094,<0>  ,0.91,<0>  
gndbnnut,S,12/16/2008 11:15,12/16/2008,11:15,QY,NI,1,1,,0.01,<-4> [SBL] ,0.01,<0>  ,0.098,<0>  ,0.97,<0>  
gndbnnut,S,12/16/2008 11:16,12/16/2008,11:16,QY,NI,1,2,,0.01,<-4> [SBL] ,0.01,<0>  ,0.1,<0>  ,1.06,<0>  
gndbcnut,P,12/16/2008 11:30,12/16/2008,11:30,QY,NI,1,1,,0.01,<-4> [SBL] ,0.01,<-4> [SBL] ,0.088,<0>  ,33.52,<0>  
gndbcnut,P,12/16/2008 11:31,12/16/2008,11:31,QY,NI,1,2,,0.01,<-4> [SBL] ,0.01,<-4> [SBL] ,0.082,<0>  ,26.96,<0>  
gndbhnut,P,12/16/2008 12:05,12/16/2008,12:05,QY,NI,1,1,,0.01,<-4> [SBL] ,0.036,<0>  ,0.049,<0>  ,0.39,<0>  
gndbhnut,P,12/16/2008 12:06,12/16/2008,12:06,QY,NI,1,2,,0.01,<-4> [SBL] ,0.035,<0>  ,0.049,<0>  ,0.7,<0>  
gndbhnut,P,12/16/2008 12:10,12/16/2008,12:10,QY,NI,1,1,,0.01,<-4> [SBL] ,0.026,<0>  ,0.019,<0>  ,1.28,<0>  
gndbhnut,P,12/16/2008 12:11,12/16/2008,12:11,QY,NI,1,2,,0.01,<-4> [SBL] ,0.025,<0>  ,0.019,<0>  ,1.19,<0>  
gndbhnut,P,1/8/2009 6:40,1/8/2009,6:40,QY,NI,1,1,,0.01,<-4> [SBL] ,,<-2> [CSM] ,0.029,<0>  ,0.06,<0>  
gndbhnut,P,1/8/2009 6:41,1/8/2009,6:41,QY,NI,1,2,,0.01,<-4> [SBL] ,,<-2> [CSM] ,0.021,<0>  ,0.005,<-4> [SBL] 
gndbhnut,P,1/8/2009 6:45,1/8/2009,6:45,QY,NI,1,1,,0.01,<-4> [SBL] ,,<-2> [CSM] ,0.021,<0>  ,1.79,<1> [SRD] 
gndbhnut,P,1/8/2009 6:46,1/8/2009,6:46,QY,NI,1,2,,0.01,<-4> [SBL] ,,<-2> [CSM] ,0.029,<0>  ,0.5,<1> [SRD] 
gndpcnut,P,1/8/2009 7:05,1/8/2009,7:05,QY,NI,1,1,,0.01,<-4> [SBL] ,,<-2> [CSM] ,0.026,<0>  ,0.59,<0>  
gndpcnut,P,1/8/2009 7:06,1/8/2009,7:06,QY,NI,1,2,,0.01,<-4> [SBL] ,,<-2> [CSM] ,0.016,<0>  ,0.95,<0>  
gndblnut,P,1/8/2009 7:20,1/8/2009,7:20,QY,NI,1,1,,0.01,<-4> [SBL] ,,<-2> [CSM] ,0.031,<0>  ,3.28,<0>  
gndblnut,P,1/8/2009 7:21,1/8/2009,7:21,QY,NI,1,2,,0.01,<-4> [SBL] ,,<-2> [CSM] ,0.028,<0>  ,3.62,<0>  
gndbnnut,S,1/8/2009 7:25,1/8/2009,7:25,QY,NI,1,1,,0.01,<-4> [SBL] ,,<-2> [CSM] ,0.031,<0>  ,1.85,<0>  
gndbnnut,S,1/8/2009 7:26,1/8/2009,7:26,QY,NI,1,2,,0.01,<-4> [SBL] ,,<-2> [CSM] ,0.031,<0>  ,1.69,<0>  
gndbcnut,P,1/8/2009 7:35,1/8/2009,7:35,QY,NI,1,1,,0.01,<-4> [SBL] ,,<-2> [CSM] ,0.039,<0>  ,3.28,<0>  
gndbcnut,P,1/8/2009 7:36,1/8/2009,7:36,QY,NI,1,2,,0.01,<-4> [SBL] ,,<-2> [CSM] ,0.055,<0>  ,5.42,<0>  
gndbhnut,P,2/25/2009 9:55,2/25/2009,9:55,QY,NI,1,1,,0.01,<-4> [SBL] ,0.131,<0>  ,0.056,<0>  ,2.75,<0>  
gndbhnut,P,2/25/2009 9:56,2/25/2009,9:56,QY,NI,1,2,,0.01,<-4> [SBL] ,0.078,<0>  ,0.045,<0>  ,3.56,<0>  
gndbhnut,P,2/25/2009 10:00,2/25/2009,10:00,QY,NI,1,1,,0.01,<-4> [SBL] ,0.102,<0>  ,0.063,<0>  ,16.62,<0>  
gndbhnut,P,2/25/2009 10:01,2/25/2009,10:01,QY,NI,1,2,,0.01,<-4> [SBL] ,0.099,<0>  ,0.056,<0>  ,19.32,<0>  
gndpcnut,P,2/25/2009 10:20,2/25/2009,10:20,QY,NI,1,1,,0.01,<-4> [SBL] ,0.019,<0>  ,0.067,<0>  ,3.31,<0>  
gndpcnut,P,2/25/2009 10:21,2/25/2009,10:21,QY,NI,1,2,,0.01,<-4> [SBL] ,0.01,<-4> [SBL] ,0.056,<0>  ,2.72,<0>  
gndblnut,P,2/25/2009 10:35,2/25/2009,10:35,QY,NI,1,1,,0.01,<-4> [SBL] ,0.037,<0>  ,0.062,<0>  ,2.01,<0>  
gndblnut,P,2/25/2009 10:36,2/25/2009,10:36,QY,NI,1,2,,0.01,<-4> [SBL] ,0.014,<0>  ,0.063,<0>  ,1.9,<0>  
gndbnnut,S,2/25/2009 10:45,2/25/2009,10:45,QY,NI,1,1,,0.01,<-4> [SBL] ,0.014,<0>  ,0.062,<0>  ,1.52,<0>  
gndbnnut,S,2/25/2009 10:46,2/25/2009,10:46,QY,NI,1,2,,0.01,<-4> [SBL] ,0.01,<0>  ,0.065,<0>  ,1.25,<0>  
gndbcnut,P,2/25/2009 11:00,2/25/2009,11:00,QY,NI,1,1,,0.01,<-4> [SBL] ,0.051,<0>  ,0.054,<0>  ,9.48,<0>  
gndbcnut,P,2/25/2009 11:01,2/25/2009,11:01,QY,NI,1,2,,0.01,<-4> [SBL] ,0.024,<0>  ,0.052,<0>  ,10.06,<0>  
gndbhnut,P,3/23/2009 6:55,3/23/2009,6:55,QY,NI,1,1,,0.01,<-4> [SBL] ,,<-2> [CHB] ,0.01,<-4> [SBL] ,0.89,<0>  
gndbhnut,P,3/23/2009 6:56,3/23/2009,6:56,QY,NI,1,2,,0.01,<-4> [SBL] ,,<-2> [CHB] ,0.01,<-4> [SBL] ,0.88,<0>  
gndbhnut,P,3/23/2009 7:00,3/23/2009,7:00,QY,NI,1,1,,0.01,<-4> [SBL] ,,<-2> [CHB] ,0.016,<0>  ,3.02,<0>  
gndbhnut,P,3/23/2009 7:01,3/23/2009,7:01,QY,NI,1,2,,0.01,<-4> [SBL] ,,<-2> [CHB] ,0.016,<0>  ,3.14,<0>  
gndpcnut,P,3/23/2009 7:20,3/23/2009,7:20,QY,NI,1,1,,0.01,<-4> [SBL] ,,<-2> [CHB] ,0.012,<0>  ,7.82,<0>  
gndpcnut,P,3/23/2009 7:21,3/23/2009,7:21,QY,NI,1,2,,0.01,<-4> [SBL] ,,<-2> [CHB] ,0.011,<0>  ,9.13,<0>  
gndblnut,P,3/23/2009 7:30,3/23/2009,7:30,QY,NI,1,1,,0.01,<-4> [SBL] ,,<-2> [CHB] ,0.012,<0>  ,7.99,<0>  
gndblnut,P,3/23/2009 7:31,3/23/2009,7:31,QY,NI,1,2,,0.01,<-4> [SBL] ,,<-2> [CHB] ,0.01,<-4> [SBL] ,7.63,<0>  
gndbnnut,S,3/23/2009 7:35,3/23/2009,7:35,QY,NI,1,1,,0.01,<-4> [SBL] ,,<-2> [CHB] ,0.011,<0>  ,4.08,<0>  
gndbnnut,S,3/23/2009 7:36,3/23/2009,7:36,QY,NI,1,2,,0.01,<-4> [SBL] ,,<-2> [CHB] ,0.01,<-4> [SBL] ,4.65,<0>  
gndbcnut,P,3/23/2009 7:45,3/23/2009,7:45,QY,NI,1,1,,0.01,<-4> [SBL] ,,<-2> [CHB] ,0.02,<0>  ,12.28,<0>  
gndbcnut,P,3/23/2009 7:46,3/23/2009,7:46,QY,NI,1,2,,0.01,<-4> [SBL] ,,<-2> [CHB] ,0.018,<0>  ,12.09,<0>  
gndpcnut,P,4/24/2009 16:30,4/24/2009,16:30,QY,NI,1,1,,0.01,<-4> [SBL] ,0.01,<-4> [SBL] ,0.01,<-4> [SBL] ,10.29,<0>  
gndpcnut,P,4/24/2009 16:31,4/24/2009,16:31,QY,NI,1,2,,0.01,<-4> [SBL] ,0.013,<0>  ,0.01,<-4> [SBL] ,10.61,<0>  
gndblnut,P,4/24/2009 16:40,4/24/2009,16:40,QY,NI,1,1,,0.01,<-4> [SBL] ,0.02,<0>  ,0.01,<-4> [SBL] ,4.81,<0>  
gndblnut,P,4/24/2009 16:41,4/24/2009,16:41,QY,NI,1,2,,0.01,<-4> [SBL] ,0.01,<-4> [SBL] ,0.01,<-4> [SBL] ,4.35,<0>  
gndbnnut,S,4/24/2009 16:45,4/24/2009,16:45,QY,NI,1,1,,0.01,<-4> [SBL] ,0.01,<-4> [SBL] ,0.01,<-4> [SBL] ,6.07,<0>  
gndbnnut,S,4/24/2009 16:46,4/24/2009,16:46,QY,NI,1,2,,0.01,<-4> [SBL] ,0.01,<-4> [SBL] ,0.01,<-4> [SBL] ,5.97,<0>  
gndbcnut,P,4/24/2009 17:00,4/24/2009,17:00,QY,NI,1,1,,0.01,<-4> [SBL] ,0.031,<0>  ,0.01,<-4> [SBL] ,12.71,<0>  
gndbcnut,P,4/24/2009 17:01,4/24/2009,17:01,QY,NI,1,2,,0.01,<-4> [SBL] ,0.028,<0>  ,0.01,<-4> [SBL] ,14.08,<0>  
gndbhnut,P,4/24/2009 17:30,4/24/2009,17:30,QY,NI,1,1,,0.01,<-4> [SBL] ,0.01,<-4> [SBL] ,0.01,<-4> [SBL] ,6.76,<0>  
gndbhnut,P,4/24/2009 17:31,4/24/2009,17:31,QY,NI,1,2,,0.01,<-4> [SBL] ,0.058,<0>  ,0.01,<-4> [SBL] ,5.75,<0>  
gndbhnut,P,4/24/2009 17:35,4/24/2009,17:35,QY,NI,1,1,,0.01,<-4> [SBL] ,0.318,<1> [SRD] ,0.01,<-4> [SBL] ,9.23,<0>  
gndbhnut,P,4/24/2009 17:36,4/24/2009,17:36,QY,NI,1,2,,0.01,<-4> [SBL] ,0.035,<0>  ,0.01,<-4> [SBL] ,11.08,<0>  
gndpcnut,P,5/26/2009 18:50,5/26/2009,18:50,QY,NI,1,1,,0.01,<-4> [SBL] ,0.01,<-4> [SBL] ,0.01,<-4> [SBL] ,7.53,<0>  
gndpcnut,P,5/26/2009 18:51,5/26/2009,18:51,QY,NI,1,2,,0.01,<-4> [SBL] ,0.01,<0>  ,0.01,<-4> [SBL] ,8.36,<0>  
gndblnut,P,5/26/2009 19:05,5/26/2009,19:05,QY,NI,1,1,,0.01,<-4> [SBL] ,0.017,<0>  ,0.01,<-4> [SBL] ,6.49,<0>  
gndblnut,P,5/26/2009 19:06,5/26/2009,19:06,QY,NI,1,2,,0.01,<-4> [SBL] ,0.016,<0>  ,0.01,<-4> [SBL] ,6.98,<0>  
gndbnnut,S,5/26/2009 19:15,5/26/2009,19:15,QY,NI,1,1,,0.01,<-4> [SBL] ,0.024,<0>  ,0.01,<-4> [SBL] ,2.47,<0>  
gndbnnut,S,5/26/2009 19:16,5/26/2009,19:16,QY,NI,1,2,,0.01,<-4> [SBL] ,0.03,<0>  ,0.01,<-4> [SBL] ,3.02,<0>  
gndbcnut,P,5/26/2009 19:30,5/26/2009,19:30,QY,NI,1,1,,0.01,<-4> [SBL] ,0.169,<1> [SRD] ,0.01,<-4> [SBL] ,2.76,<0>  
gndbcnut,P,5/26/2009 19:31,5/26/2009,19:31,QY,NI,1,2,,0.01,<-4> [SBL] ,0.02,<1> [SRD] ,0.01,<-4> [SBL] ,2.73,<0>  
gndbhnut,P,5/26/2009 20:05,5/26/2009,20:05,QY,NI,1,1,,0.01,<-4> [SBL] ,0.038,<0>  ,0.01,<-4> [SBL] ,0.28,<0>  
gndbhnut,P,5/26/2009 20:06,5/26/2009,20:06,QY,NI,1,2,,0.01,<-4> [SBL] ,0.12,<0>  ,0.01,<-4> [SBL] ,0.29,<0>  
gndbhnut,P,5/26/2009 20:10,5/26/2009,20:10,QY,NI,1,1,,0.01,<-4> [SBL] ,0.088,<0>  ,0.01,<-4> [SBL] ,0.35,<0>  
gndbhnut,P,5/26/2009 20:11,5/26/2009,20:11,QY,NI,1,2,,0.01,<-4> [SBL] ,0.066,<0>  ,0.01,<-4> [SBL] ,0.3,<0>  
gndbhnut,P,6/30/2009 15:55,6/30/2009,15:55,QY,NI,1,1,,,<1> [SRD] ,0.341,<1> [SRD] ,0.168,<0>  ,1.2,<0>  
gndbhnut,P,6/30/2009 15:56,6/30/2009,15:56,QY,NI,1,2,,0.01,<-4> [SBL] ,0.051,<0>  ,0.158,<0>  ,1.03,<0>  
gndbhnut,P,6/30/2009 16:00,6/30/2009,16:00,QY,NI,1,1,,0.01,<-4> [SBL] ,0.019,<0>  ,0.064,<0>  ,11.3,<0>  
gndbhnut,P,6/30/2009 16:01,6/30/2009,16:01,QY,NI,1,2,,0.01,<-4> [SBL] ,0.011,<0>  ,0.066,<0>  ,8.52,<0>  
gndpcnut,P,6/30/2009 16:45,6/30/2009,16:45,QY,NI,1,1,,0.02,<0>  ,0.01,<-4> [SBL] ,0.054,<0>  ,8.29,<0>  
gndpcnut,P,6/30/2009 16:46,6/30/2009,16:46,QY,NI,1,2,,0.01,<-4> [SBL] ,0.01,<-4> [SBL] ,0.054,<0>  ,8.42,<0>  
gndblnut,P,6/30/2009 17:00,6/30/2009,17:00,QY,NI,1,1,,0.027,<0>  ,0.01,<-4> [SBL] ,0.01,<-4> [SBL] ,11.63,<0>  
gndblnut,P,6/30/2009 17:01,6/30/2009,17:01,QY,NI,1,2,,0.027,<0>  ,0.015,<0>  ,0.054,<0>  ,10.26,<0>  
gndbnnut,S,6/30/2009 17:10,6/30/2009,17:10,QY,NI,1,1,,0.025,<0>  ,0.01,<-4> [SBL] ,0.05,<0>  ,4.96,<0>  
gndbnnut,S,6/30/2009 17:11,6/30/2009,17:11,QY,NI,1,2,,0.027,<0>  ,0.04,<0>  ,0.01,<-4> [SBL] ,6.03,<0>  
gndbcnut,P,6/30/2009 17:25,6/30/2009,17:25,QY,NI,1,1,,0.01,<-4> [SBL] ,0.01,<-4> [SBL] ,0.061,<0>  ,6.15,<0>  
gndbcnut,P,6/30/2009 17:26,6/30/2009,17:26,QY,NI,1,2,,,<1> [SRD] ,0.01,<-4> [SBL] ,0.061,<0>  ,6.25,<0>  
gndbhnut,P,7/13/2009 17:15,7/13/2009,17:15,QY,NI,1,1,,0.01,<-4> [SBL] ,,<-2> [CHB] ,0.01,<-4> [SBL] ,1.37,<0>  
gndbhnut,P,7/13/2009 17:16,7/13/2009,17:16,QY,NI,1,2,,0.01,<-4> [SBL] ,,<-2> [CHB] ,0.022,<0>  ,1.29,<0>  
gndbhnut,P,7/13/2009 17:20,7/13/2009,17:20,QY,NI,1,1,,0.01,<-4> [SBL] ,,<-2> [CHB] ,0.01,<-4> [SBL] ,5.39,<0>  
gndbhnut,P,7/13/2009 17:21,7/13/2009,17:21,QY,NI,1,2,,0.01,<-4> [SBL] ,,<-2> [CHB] ,0.01,<-4> [SBL] ,4.64,<0>  
gndpcnut,P,7/13/2009 17:40,7/13/2009,17:40,QY,NI,1,1,,0.01,<-4> [SBL] ,,<-2> [CHB] ,0.01,<-4> [SBL] ,6.1,<0>  
gndpcnut,P,7/13/2009 17:41,7/13/2009,17:41,QY,NI,1,2,,0.01,<-4> [SBL] ,,<-2> [CHB] ,0.01,<-4> [SBL] ,7.47,<0>  
gndblnut,P,7/13/2009 17:50,7/13/2009,17:50,QY,NI,1,1,,0.01,<-4> [SBL] ,,<-2> [CHB] ,0.01,<-4> [SBL] ,6.29,<0>  
gndblnut,P,7/13/2009 17:51,7/13/2009,17:51,QY,NI,1,2,,0.01,<-4> [SBL] ,,<-2> [CHB] ,0.01,<-4> [SBL] ,8.9,<0>  
gndbnnut,S,7/13/2009 18:00,7/13/2009,18:00,QY,NI,1,1,,0.01,<-4> [SBL] ,,<-2> [CHB] ,0.01,<-4> [SBL] ,5.27,<0>  
gndbnnut,S,7/13/2009 18:01,7/13/2009,18:01,QY,NI,1,2,,0.01,<-4> [SBL] ,,<-2> [CHB] ,0.01,<-4> [SBL] ,5.08,<0>  
gndbcnut,P,7/13/2009 18:10,7/13/2009,18:10,QY,NI,1,1,,0.01,<-4> [SBL] ,,<-2> [CHB] ,0.01,<-4> [SBL] ,5.47,<0>  
gndbcnut,P,7/13/2009 18:11,7/13/2009,18:11,QY,NI,1,2,,0.01,<-4> [SBL] ,,<-2> [CHB] ,0.01,<-4> [SBL] ,5.24,<0>  
gndbhnut,P,8/19/2009 17:15,8/19/2009,17:15,QY,NI,1,1,,0.01,<-4> [SBL] ,0.034,<0>  ,0.066,<0>  ,0.21,<0>  
gndbhnut,P,8/19/2009 17:16,8/19/2009,17:16,QY,NI,1,2,,0.01,<-4> [SBL] ,0.037,<0>  ,0.09,<0>  ,0.44,<0>  
gndbhnut,P,8/19/2009 17:20,8/19/2009,17:20,QY,NI,1,1,,0.01,<-4> [SBL] ,0.199,<0>  ,0.051,<0>  ,1.29,<0>  
